"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0세"
"울산광역시 남구 야음장생포동(3114067000)","8,412","39","39"
"울산광역시 동구 (3117000000)","151,521","622","622"
"울산광역시 동구 방어동(3117051000)","37,409","111","111"
"울산광역시 동구 일산동(3117052000)","5,217","11","11"
"울산광역시 동구 화정동(3117053000)","18,116","70","70"
"울산광역시 동구 대송동(3117054000)","10,641","34","34"
"울산광역시 동구 전하1동(3117055000)","15,362","90","90"
"울산광역시 동구 전하2동(3117056000)","19,225","57","57"
"울산광역시 동구 남목1동(3117058000)","8,119","12","12"
"울산광역시 동구 남목2동(3117059000)","26,373","206","206"
"울산광역시 동구 남목3동(3117060000)","11,059","31","31"
"울산광역시 북구 (3120000000)","216,893","1,234","1,234"
"울산광역시 북구 농소1동(3120051000)","35,611","167","167"
"울산광역시 북구 농소2동(3120052000)","41,932","327","327"
"울산광역시 북구 농소3동(3120053000)","36,382","90","90"
"울산광역시 북구 강동동(3120054000)","15,893","89","89"
"울산광역시 북구 효문동(3120056000)","29,411","210","210"
"울산광역시 북구 송정동(3120057000)","36,248","215","215"
"울산광역시 북구 양정동(3120058000)","11,581","103","103"
"울산광역시 북구 염포동(3120059000)","9,835","33","33"
"울산광역시 울주군 (3171000000)","218,935","1,011","1,011"
"울산광역시 울주군 온산읍(3171025000)","19,395","70","70"
"울산광역시 울주군 언양읍(3171025300)","29,562","160","160"
"울산광역시 울주군 온양읍(3171025600)","28,158","113","113"
"울산광역시 울주군 범서읍(3171025900)","67,121","316","316"
"울산광역시 울주군 청량읍(3171026200)","19,813","185","185"
"울산광역시 울주군 삼남읍(3171026500)","22,253","98","98"
"울산광역시 울주군 서생면(3171031000)","8,511","23","23"
"울산광역시 울주군 웅촌면(3171034000)","7,520","19","19"
"울산광역시 울주군 두동면(3171036000)","4,229","9","9"
"울산광역시 울주군 두서면(3171037000)","2,971","3","3"
"울산광역시 울주군 상북면(3171038000)","7,688","11","11"
"울산광역시 울주군 삼동면(3171040000)","1,714","4","4"
"세종특별자치시  (3600000000)","387,940","2,596","2,596"
"세종특별자치시  (3611000000)","387,940","2,596","2,596"
"세종특별자치시  조치원읍(3611025000)","40,528","123","123"
"세종특별자치시  연기면(3611031000)","2,414","7","7"
"세종특별자치시  연동면(3611032000)","2,779","5","5"
"세종특별자치시  부강면(3611033000)","5,446","8","8"
"세종특별자치시  금남면(3611034000)","8,328","13","13"
"세종특별자치시  장군면(3611035000)","6,539","12","12"
"세종특별자치시  연서면(3611036000)","6,826","15","15"
"세종특별자치시  전의면(3611037000)","5,181","4","4"
"세종특별자치시  전동면(3611038000)","3,107","2","2"
"세종특별자치시  소정면(3611039000)","2,091","2","2"
"세종특별자치시  한솔동(3611051000)","18,103","93","93"
"세종특별자치시  새롬동(3611051500)","26,470","182","182"
"세종특별자치시  나성동(3611051800)","13,078","96","96"
"세종특별자치시  도담동(3611052000)","24,860","149","149"
"세종특별자치시  어진동(3611052300)","11,222","108","108"
"세종특별자치시  해밀동(3611052500)","15,198","184","184"
"세종특별자치시  아름동(3611053000)","23,355","158","158"
"세종특별자치시  종촌동(3611054000)","27,828","161","161"
"세종특별자치시  고운동(3611055000)","35,841","253","253"
"세종특별자치시  소담동(3611055500)","21,703","212","212"
"세종특별자치시  반곡동(3611055600)","28,565","373","373"
"세종특별자치시  보람동(3611056000)","18,876","110","110"
"세종특별자치시  대평동(3611057000)","11,291","96","96"
"세종특별자치시  다정동(3611058000)","28,311","230","230"
"경기도  (4100000000)","13,661,438","66,891","66,891"
"북부출장소  (4110500000)","0","0","0"
"경기도 수원시 (4111000000)","1,196,959","5,941","5,941"
"경기도 수원시 장안구 (4111100000)","274,761","1,061","1,061"
"경기도 수원시 장안구 파장동(4111156000)","24,870","104","104"
"경기도 수원시 장안구 율천동(4111156600)","40,057","160","160"
"경기도 수원시 장안구 정자1동(4111157100)","32,692","160","160"
"경기도 수원시 장안구 정자2동(4111157200)","38,389","194","194"
"경기도 수원시 장안구 정자3동(4111157300)","39,136","136","136"
"경기도 수원시 장안구 영화동(4111158000)","18,289","47","47"
"경기도 수원시 장안구 송죽동(4111159100)","18,223","53","53"
"경기도 수원시 장안구 조원1동(4111159700)","28,176","81","81"
"경기도 수원시 장안구 조원2동(4111159800)","17,606","71","71"
"경기도 수원시 장안구 연무동(4111160000)","17,323","55","55"
"경기도 수원시 권선구 (4111300000)","364,758","1,824","1,824"
"경기도 수원시 권선구 세류1동(4111352000)","9,698","52","52"
"경기도 수원시 권선구 세류2동(4111353000)","22,615","58","58"
"경기도 수원시 권선구 세류3동(4111354000)","17,680","47","47"
"경기도 수원시 권선구 평동(4111355000)","40,638","216","216"
"경기도 수원시 권선구 서둔동(4111356000)","37,454","129","129"
"경기도 수원시 권선구 구운동(4111365000)","22,912","68","68"
"경기도 수원시 권선구 금곡동(4111366200)","44,512","199","199"
"경기도 수원시 권선구 호매실동(4111366400)","44,427","304","304"
"경기도 수원시 권선구 권선1동(4111367000)","24,295","88","88"
"경기도 수원시 권선구 권선2동(4111368000)","46,035","242","242"
"경기도 수원시 권선구 곡선동(4111369000)","34,700","215","215"
"경기도 수원시 권선구 입북동(4111370000)","19,792","206","206"
"경기도 수원시 팔달구 (4111500000)","195,565","971","971"
"경기도 수원시 팔달구 매교동(4111565000)","21,710","238","238"
"경기도 수원시 팔달구 매산동(4111566000)","9,836","30","30"
"경기도 수원시 팔달구 고등동(4111567000)","19,396","153","153"
"경기도 수원시 팔달구 화서1동(4111568000)","21,159","80","80"
"경기도 수원시 팔달구 화서2동(4111569000)","24,264","134","134"
"경기도 수원시 팔달구 지동(4111570000)","9,631","17","17"
"경기도 수원시 팔달구 우만1동(4111571000)","18,505","33","33"
"경기도 수원시 팔달구 우만2동(4111572000)","16,784","65","65"
"경기도 수원시 팔달구 인계동(4111573000)","44,999","213","213"
"경기도 수원시 팔달구 행궁동(4111574000)","9,281","8","8"
"경기도 수원시 영통구 (4111700000)","361,875","2,085","2,085"
"경기도 수원시 영통구 매탄1동(4111751000)","11,580","49","49"
"경기도 수원시 영통구 매탄2동(4111752000)","13,727","37","37"
"경기도 수원시 영통구 매탄3동(4111753000)","34,326","122","122"
"경기도 수원시 영통구 매탄4동(4111754000)","20,006","88","88"
"경기도 수원시 영통구 원천동(4111755000)","45,740","260","260"
"경기도 수원시 영통구 영통1동(4111757000)","32,940","222","222"
"경기도 수원시 영통구 영통2동(4111758000)","25,307","253","253"
"경기도 수원시 영통구 영통3동(4111758500)","31,510","127","127"
"경기도 수원시 영통구 망포1동(4111759300)","31,571","187","187"
"경기도 수원시 영통구 망포2동(4111759600)","33,466","307","307"
"경기도 수원시 영통구 광교1동(4111760000)","53,249","207","207"
"경기도 수원시 영통구 광교2동(4111761000)","28,453","226","226"
"경기도 성남시 (4113000000)","917,192","4,228","4,228"
"경기도 성남시 수정구 (4113100000)","237,179","1,198","1,198"
"경기도 성남시 수정구 신흥1동(4113151000)","12,471","23","23"
"경기도 성남시 수정구 신흥2동(4113152000)","31,249","336","336"
"경기도 성남시 수정구 신흥3동(4113153000)","10,814","33","33"
"경기도 성남시 수정구 태평1동(4113154000)","14,138","34","34"
"경기도 성남시 수정구 태평2동(4113155000)","14,180","50","50"
"경기도 성남시 수정구 태평3동(4113156000)","12,265","30","30"
"경기도 성남시 수정구 태평4동(4113156100)","11,532","17","17"
"경기도 성남시 수정구 수진1동(4113157000)","11,308","16","16"
"경기도 성남시 수정구 수진2동(4113158000)","14,897","41","41"
"경기도 성남시 수정구 단대동(4113159000)","14,481","60","60"
"경기도 성남시 수정구 산성동(4113160000)","4,684","14","14"
"경기도 성남시 수정구 양지동(4113161000)","9,231","21","21"
"경기도 성남시 수정구 복정동(4113162000)","10,339","44","44"
"경기도 성남시 수정구 위례동(4113162500)","45,841","306","306"
"경기도 성남시 수정구 신촌동(4113163000)","4,619","45","45"
"경기도 성남시 수정구 고등동(4113164000)","11,730","105","105"
"경기도 성남시 수정구 시흥동(4113165000)","3,400","23","23"
"경기도 성남시 중원구 (4113300000)","209,071","973","973"
"경기도 성남시 중원구 성남동(4113351000)","32,417","126","126"
"경기도 성남시 중원구 중앙동(4113352500)","16,869","137","137"
"경기도 성남시 중원구 금광1동(4113353000)","19,668","202","202"
"경기도 성남시 중원구 금광2동(4113354000)","24,386","90","90"
"경기도 성남시 중원구 은행1동(4113355000)","9,526","34","34"
"경기도 성남시 중원구 은행2동(4113356000)","21,772","45","45"
"경기도 성남시 중원구 상대원1동(4113357000)","24,037","102","102"
"경기도 성남시 중원구 상대원2동(4113358000)","3,094","3","3"
"경기도 성남시 중원구 상대원3동(4113359000)","11,556","29","29"
"경기도 성남시 중원구 하대원동(4113366000)","19,479","83","83"
"경기도 성남시 중원구 도촌동(4113367000)","26,267","122","122"
"경기도 성남시 분당구 (4113500000)","470,942","2,057","2,057"
"경기도 성남시 분당구 분당동(4113551000)","24,648","82","82"
"경기도 성남시 분당구 수내1동(4113552000)","17,788","48","48"
"경기도 성남시 분당구 수내2동(4113553000)","10,384","14","14"
"경기도 성남시 분당구 수내3동(4113554000)","13,346","20","20"
"경기도 성남시 분당구 정자동(4113554500)","14,088","40","40"
"경기도 성남시 분당구 정자1동(4113555000)","30,071","85","85"
"경기도 성남시 분당구 정자2동(4113556000)","14,542","84","84"
"경기도 성남시 분당구 정자3동(4113557000)","16,820","85","85"
"경기도 성남시 분당구 서현1동(4113558000)","30,936","86","86"
"경기도 성남시 분당구 서현2동(4113559000)","17,619","70","70"
"경기도 성남시 분당구 이매1동(4113560000)","24,790","115","115"
"경기도 성남시 분당구 이매2동(4113561000)","13,042","33","33"
"경기도 성남시 분당구 야탑1동(4113562000)","16,727","75","75"
"경기도 성남시 분당구 야탑2동(4113563000)","15,751","52","52"
"경기도 성남시 분당구 야탑3동(4113564000)","26,594","182","182"
"경기도 성남시 분당구 판교동(4113565000)","26,552","164","164"
"경기도 성남시 분당구 삼평동(4113565500)","23,864","122","122"
"경기도 성남시 분당구 백현동(4113565700)","26,667","107","107"
"경기도 성남시 분당구 금곡동(4113566200)","27,032","137","137"
"경기도 성남시 분당구 구미1동(4113566500)","16,346","90","90"
"경기도 성남시 분당구 구미동(4113567000)","28,495","126","126"
"경기도 성남시 분당구 운중동(4113568000)","34,840","240","240"
"경기도 의정부시 (4115000000)","461,193","1,935","1,935"
"경기도 의정부시 의정부1동(4115051000)","39,274","189","189"
"경기도 의정부시 의정부2동(4115052000)","29,781","111","111"
"경기도 의정부시 호원1동(4115054500)","34,242","108","108"
"경기도 의정부시 호원2동(4115055500)","32,757","90","90"
"경기도 의정부시 장암동(4115056100)","18,846","60","60"
"경기도 의정부시 신곡1동(4115056700)","38,989","129","129"
"경기도 의정부시 신곡2동(4115056800)","44,897","130","130"
"경기도 의정부시 송산1동(4115057300)","57,239","483","483"
"경기도 의정부시 송산2동(4115057600)","31,674","118","118"
"경기도 의정부시 송산3동(4115057800)","45,155","229","229"
"경기도 의정부시 자금동(4115058000)","25,520","76","76"
"경기도 의정부시 가능동(4115059500)","24,014","82","82"
"경기도 의정부시 흥선동(4115061500)","19,087","84","84"
"경기도 의정부시 녹양동(4115062000)","19,718","46","46"
"경기도 안양시 (4117000000)","546,542","2,961","2,961"
"경기도 안양시 만안구 (4117100000)","229,007","1,139","1,139"
"경기도 안양시 만안구 안양1동(4117151000)","11,889","74","74"
"경기도 안양시 만안구 안양2동(4117152000)","22,877","149","149"
"경기도 안양시 만안구 안양3동(4117153000)","15,524","27","27"
"경기도 안양시 만안구 안양4동(4117154000)","6,753","20","20"
"경기도 안양시 만안구 안양5동(4117155000)","10,037","40","40"
"경기도 안양시 만안구 안양6동(4117156000)","26,546","206","206"
"경기도 안양시 만안구 안양7동(4117157000)","14,927","124","124"
"경기도 안양시 만안구 안양8동(4117158000)","8,282","9","9"
"경기도 안양시 만안구 안양9동(4117158100)","16,342","65","65"
"경기도 안양시 만안구 석수1동(4117159000)","18,834","109","109"
"경기도 안양시 만안구 석수2동(4117160000)","29,929","128","128"
"경기도 안양시 만안구 충훈동(4117161100)","12,302","51","51"
"경기도 안양시 만안구 박달1동(4117162100)","13,999","24","24"
"경기도 안양시 만안구 박달2동(4117163000)","20,766","113","113"
